h_dormir,h_alimentarse,h_cuipersonal,h_estudio,h_domesticas,h_ocio,h_medico,sexo,edad,educ_in,anio_ed,publ,trabaja_rem,hijos,celular,log_ing,AFAM_h,aniosed_h,act,inact,servdom_pag,tv,tv_abon,compu,disc_h,mdeo
7,.5,1.5,2,0,0,0,0,14,1,2,1,0,0,1,10.53537198676215,1,10.5,2,3,0,1,0,1,0,1
10,2,.5,3,.5,6,0,1,18,1,5,0,0,0,1,11.44707215988292,0,10.5,2,1,0,1,1,1,0,1
7,.5,1,4,1,3,0,0,18,1,1,1,0,0,1,8.910892014156792,1,7.5,1,4,0,1,0,1,0,1
7,.25,1,4,.4166666567325592,0,0,0,17,1,2,1,0,0,1,8.910892014156792,1,7.5,1,4,0,1,0,1,0,1
8,2,1,2,0,10,0,0,17,1,4,1,1,0,1,11.18939857461306,0,13,0,5,0,1,1,1,0,0
10,2,1.5,1,0,4,0,0,17,1,4,1,1,0,1,11.18939857461306,0,13,0,5,0,1,1,1,0,0
8,1,.5,3,0,1,0,1,15,1,3,1,0,0,1,10.92162631852102,1,11,1,3,1,1,1,1,0,0
9,1,.5,0,0,0,0,0,18,1,2,1,0,0,1,10.88034737527314,1,8.333333333333334,2,3,0,1,1,1,0,0
8,.3333333432674408,.75,1,0,0,0,1,14,1,1,1,0,0,1,10.77276591901971,0,8,0,5,0,1,0,1,0,1
8,1.5,1,0,0,8,0,0,18,1,5,1,0,0,1,10.38442803081641,0,11.5,1,3,0,1,1,1,0,0
8,1,1,0,0,0,0,1,21,1,5,1,1,0,1,10.38442803081641,0,11.5,1,3,0,1,1,1,0,0
8,1,1,3,0,0,0,1,16,1,4,1,0,0,0,10.39885582460689,1,8.333333333333334,2,2,0,1,1,1,0,0
8,1,1,3,0,0,0,1,19,1,1,1,0,0,0,9.581903928408666,0,8,0,3,0,1,1,1,0,0
8,.5,.5166666507720947,0,0,3,0,1,14,1,1,1,0,0,0,9.820085291209905,1,6,3,0,0,1,1,1,0,0
8,1,1.5,0,4,2,0,0,15,1,1,1,0,0,1,11.24206969953961,1,12.33333333333333,1,3,0,1,0,0,0,0
10,.3333333432674408,1,0,10,1,0,0,25,1,1,1,0,1,1,9.866342643410134,1,9,1,4,0,1,0,0,0,1
0,0,0,0,0,0,0,1,17,1,4,0,0,0,1,12.3953146451687,0,14,2,3,1,1,1,1,0,1
0,0,0,0,0,0,0,0,15,1,3,0,0,0,1,12.3953146451687,0,14,2,3,1,1,1,1,0,1
8,2,1,0,0,6,0,1,17,1,5,1,0,0,1,10.14337218665309,0,10,1,2,0,1,1,0,0,0
4,.5,.3333333432674408,8,0,0,0,0,18,1,5,1,0,0,1,10.96097286658043,1,10,2,4,0,1,1,0,0,0
8,1,.5,5,0,0,0,0,15,1,4,1,0,0,1,10.96097286658043,1,10,2,4,0,1,1,0,0,0
8,1,.3333333432674408,4,0,5,0,1,18,1,4,1,0,0,1,9.894179365464504,0,9,1,1,0,1,0,1,0,0
12,1,.5,0,0,2,0,1,15,1,3,1,0,0,1,10.17407560111128,0,11.66666666666667,3,1,0,1,1,1,0,0
8,1.5,1,6,5,0,0,1,15,1,1,1,0,0,1,9.522246898668827,1,9,1,3,0,1,1,1,0,0
8,.5,1,0,1,2,0,0,24,1,1,1,1,0,1,10.51502600819072,1,7,1,3,0,1,1,1,0,0
10,1,1,1,0,2,0,0,14,1,2,1,0,0,1,10.51502600819072,1,7,1,3,0,1,1,1,0,0
9,1.25,1,1,1,2,0,0,17,1,5,1,0,0,1,10.02188310387906,1,9,2,3,0,1,1,1,0,0
9,1.5,.6666666865348816,5.5,0,1,0,1,16,1,2,1,0,0,1,9.817566470539665,1,6,1,2,0,1,1,1,0,0
10,2,2,0,.5,0,0,1,17,1,4,1,0,0,1,10.39980847921191,1,7.5,1,3,0,1,1,1,0,0
10,1,1,0,0,5,0,1,16,1,4,1,0,0,0,11.21128522902274,1,14,2,2,0,1,1,1,0,0
10,.9166666865348816,.8333333134651184,2,0,6,0,1,15,1,2,1,0,0,1,11.14737361860974,0,18,1,1,0,1,1,1,0,0
7,2,2,8,0,2,3,0,15,1,3,1,0,0,1,10.28534279500516,1,9,2,2,0,1,1,1,0,0
10,3,1.5,0,0,3,0,0,17,1,4,1,0,0,1,11.13636919063831,0,13,1,2,0,1,1,1,0,0
10,.5,2,1,0,4,0,0,16,1,3,1,0,0,1,10.21253683650714,1,6.5,3,3,0,1,0,1,0,0
8,.5,.25,5,.3333333432674408,3,0,0,14,1,2,1,0,0,1,11.29513505996727,0,18,1,3,0,1,0,1,0,0
6,.75,1,0,0,0,0,1,46,1,4,1,1,0,1,11.10648177821012,0,11.66666666666667,1,2,0,1,0,0,0,1
8,.5,.5,6.5,0,1,0,0,17,1,2,1,0,0,1,9.959058011798861,1,7.833333333333333,5,4,0,1,0,1,0,0
8,1,.5,6,.9833333492279053,.5,0,0,17,1,5,1,0,0,1,10.22798359811063,0,10,4,2,0,0,0,1,0,0
10,.5,.5,8,0,0,0,0,15,1,3,1,0,0,1,10.22798359811063,0,10,4,2,0,0,0,1,0,0
9,1,.6666666865348816,9.5,.5,2,0,0,18,1,5,1,0,0,1,10.31234855473013,0,11.66666666666667,1,3,0,1,1,1,0,0
7,1,2,0,0,4,0,0,17,1,5,1,0,0,1,9.60856217562049,1,6,2,1,0,1,1,1,0,1
10,1,1.5,3,0,2,0,0,14,1,2,1,0,0,1,9.60856217562049,1,6,2,1,0,1,1,1,0,1
10,0,1,4,0,3,0,0,15,1,3,0,0,0,1,11.722054956458,0,17.66666666666667,2,2,0,1,1,1,0,1
8,.5,.3333333432674408,5,0,0,0,1,14,1,1,1,0,0,1,10.64612465237978,1,11.66666666666667,2,3,0,1,0,1,0,0
8,.75,.5,2.5,0,2,0,1,17,1,5,1,0,0,1,10.95268810890135,0,12.66666666666667,3,1,0,1,1,1,0,0
8,1,1,6.5,0,1,0,1,15,1,3,1,1,0,1,11.99317195653506,0,18.33333333333333,0,4,0,1,1,1,0,1
10,.75,.25,2,.0833333358168602,6,0,1,17,1,5,0,0,0,1,11.30171616632333,0,13,2,1,0,1,0,1,0,1
7,1.5,1.333333373069763,7,0,5,0,0,17,1,5,1,1,0,1,11.2410649030608,0,9,2,1,1,1,1,1,0,0
7,2.25,2,0,0,6.5,0,0,16,1,1,1,0,0,0,10.096832948937,1,6,3,4,0,1,0,1,1,0
10,1.5,1,1.5,1,0,0,0,17,1,5,1,0,0,1,10.52249791734073,1,10.5,1,4,0,1,0,1,0,0
7,.5,1,4,1,0,0,1,26,1,6,0,1,0,1,10.41212458307822,0,13,0,3,0,1,0,1,0,1
10,3,1,0,0,0,0,1,22,1,3,1,1,0,1,10.49212996229526,0,12.5,0,2,0,1,1,1,0,1
8,1,1,0,1.5,4,0,0,17,1,3,1,1,0,1,10.8975670557198,1,8,2,5,0,1,0,1,0,0
10,1,.5,0,.1666666716337204,4,0,1,15,1,1,1,0,0,1,10.8975670557198,1,8,2,5,0,1,0,1,0,0
8,1,2,0,1,3,0,1,25,1,5,1,1,0,1,10.5032768962294,0,11.5,0,2,0,1,1,1,0,0
5,1,2,2,1,2,0,0,23,1,6,1,1,0,1,10.5032768962294,0,11.5,0,2,0,1,1,1,0,0
12,1,.5,8,0,0,0,1,18,1,5,1,0,0,1,10.23358415075686,0,10,1,2,0,1,1,1,0,0
7,1,1,5,0,3,0,0,21,1,4,1,1,0,1,10.13646459619499,1,9.5,1,3,0,1,1,1,0,0
9,2,2,3,.3333333432674408,1,0,0,17,1,5,1,0,0,1,10.13646459619499,1,9.5,1,3,0,1,1,1,0,0
9,3,1,0,0,3,0,0,26,1,3,1,1,1,1,9.99401220905872,1,9,0,2,0,1,1,1,0,0
8,1.25,.5,4,0,3,0,1,19,1,5,1,1,0,0,11.07349061320619,0,9,0,3,0,1,1,1,0,0
6,1,.5,4,0,2,0,0,16,1,1,1,0,0,1,9.916916273528992,1,5,2,5,0,1,1,1,0,0
10,2,.5,5,0,4,0,1,14,1,1,1,0,0,0,9.57909190773699,1,5.5,2,2,0,1,1,1,0,0
6,1,1,8,0,3,0,1,17,1,5,1,1,0,1,10.14945918643269,1,10,1,5,0,1,0,1,0,0
9,2,2,7,2.5,1,0,0,15,1,3,1,0,0,1,10.14945918643269,1,10,1,5,0,1,0,1,0,0
8,.5,2,4,0,2,0,1,16,1,4,0,0,0,1,11.33857207782545,0,12.33333333333333,4,2,0,0,0,1,0,1
7,2,1,6,1,0,1,0,16,1,4,1,0,0,1,9.985744729538467,0,9.5,2,1,1,1,1,1,0,0
7,1,.5,0,6,1,0,0,40,1,5,1,1,1,1,11.30828214090976,1,11,0,3,0,1,1,1,0,1
8,1.416666626930237,1,7.5,1,1.5,0,1,16,1,4,1,0,0,1,9.615805480084347,0,9,1,1,0,1,0,1,0,0
9,2,1,6,2,1,0,0,22,1,5,1,1,0,1,11.19724712887739,0,10,0,4,0,1,1,1,0,0
8,1,.75,2,.25,4,0,0,14,1,2,0,0,0,1,11.03125597338831,1,13,1,2,1,1,1,1,0,1
12,1,.5,1,0,0,0,0,14,1,2,1,0,1,0,10.44118143737752,1,9,1,6,1,1,0,1,0,0
6,.75,.5,7,0,0,0,1,14,1,2,1,0,0,1,11.04919412373451,1,10.33333333333333,1,5,0,1,1,1,0,0
7,.75,2.5,2,8,1.5,0,0,17,1,3,1,0,0,1,10.15982574794795,0,5,1,2,0,1,1,1,0,1
11,3,2,0,1,3,0,0,21,1,5,1,1,0,1,10.22953564607288,0,11.5,0,2,0,1,1,1,0,1
8,.3333333432674408,2,4,0,0,0,0,17,1,5,1,0,0,1,10.14181271083704,1,7.5,2,3,0,1,1,1,0,0
8,1,1,5.5,.5,1,0,0,14,1,1,1,0,0,1,10.13740022714992,1,6,2,3,0,1,0,1,0,0
9,1,1,.5,0,2,0,0,18,1,4,1,0,0,0,11.1792608831948,0,7.8,3,4,0,1,1,1,0,0
9,1,1,.5,0,2,0,0,14,1,2,1,0,0,0,11.1792608831948,0,7.8,3,4,0,1,1,1,0,0
10,1.5,.5,4,0,0,0,1,14,1,2,1,0,0,1,10.51867319162636,1,7,1,5,0,1,1,1,0,0
7,1,.6666666865348816,4,0,5,0,1,17,1,5,1,0,0,1,10.80830066784983,0,11,1,3,0,1,1,1,0,0
9,1,.3333333432674408,0,3,2,0,0,25,1,4,1,0,1,0,10.16193581236594,1,8.5,2,5,0,1,0,1,0,0
7,1,.5,2,0,0,0,1,15,1,3,1,0,0,1,10.5715908100544,1,6,2,2,0,1,0,1,0,0
8,.75,.5,5,0,2,0,1,17,1,5,1,0,0,1,9.166000005200219,1,5.5,2,2,0,1,1,1,0,0
7,2,2,7,0,3,0,0,36,1,4,1,1,1,1,10.34041147900861,1,10,0,3,0,0,0,1,0,1
10,2,1.5,0,2.5,3,0,0,14,1,1,1,0,0,1,10.34041147900861,1,10,0,3,0,0,0,1,0,1
8,1.5,1,7,0,0,0,1,15,1,3,0,0,0,1,11.34876707464362,1,14.25,4,2,0,1,1,1,0,0
7,.5,.5,3,4,0,0,0,36,1,5,1,0,1,0,10.74568815825117,1,10,2,2,0,1,1,1,0,0
10,.5,.3333333432674408,0,3,2,0,0,14,1,1,1,0,0,1,10.74568815825117,1,10,2,2,0,1,1,1,0,0
8,4,1,0,0,4,0,1,16,1,4,0,0,0,1,11.54585024642783,0,16,2,2,0,1,1,1,0,1
9,1,1,0,0,5,0,1,17,1,5,1,0,0,1,10.59449995608022,0,9,1,2,0,1,1,1,0,0
8,2,.5,2,0,2,0,0,19,1,5,1,0,0,1,9.997600652489822,1,7.666666666666667,1,3,0,1,0,0,0,0
8,1.5,2,4.5,1.5,.5,0,0,25,1,5,1,1,0,1,9.980788813568681,0,11,0,2,0,1,0,1,0,0
7,3,1,1,0,2,0,1,33,1,5,1,1,0,1,10.74181674294057,0,11,0,1,0,1,1,1,0,0
14,.5,.5,0,0,1,.25,1,17,1,5,1,0,0,1,9.958814874283059,1,8,1,2,0,1,1,1,0,0
10,2,1.25,0,.25,4,0,0,14,1,1,1,0,0,0,9.871856678281231,1,9,0,6,0,1,0,1,0,1
15,2.516666650772095,1,0,0,3,0,1,17,1,1,1,0,0,1,9.994756987499899,1,6,1,3,0,1,0,0,0,0
9,.5,1,6,3,4,0,0,14,1,1,1,0,0,1,10.34342880276682,1,6.5,2,1,0,1,1,0,0,1
8,1,1,0,0,0,0,0,17,1,2,1,1,0,1,10.69545711865659,1,7.5,1,7,0,1,1,1,0,1
4,2,1,0,0,2,0,0,16,1,2,1,0,0,1,10.69545711865659,1,7.5,1,7,0,1,1,1,0,1
6,1.5,1,6,0,0,0,0,16,1,5,0,0,0,1,10.91508846421461,0,10.5,1,2,0,1,0,1,0,1
7,.5,.75,0,5,5,0,0,17,1,2,1,1,1,1,9.754989049512195,1,4.5,1,4,0,1,1,1,0,0
7,.5,1,0,0,7,0,1,14,1,1,1,0,0,0,9.754989049512195,1,4.5,1,4,0,1,1,1,0,0
8,1,.75,6,1,0,0,0,16,1,3,1,0,0,1,10.06974832260847,1,7.333333333333333,2,5,0,1,0,1,0,0
8,.6666666865348816,1,0,0,6,0,1,14,1,1,1,0,0,0,10.75457101652528,1,7,1,4,0,1,1,1,0,0
7,1,1,2,0,6,0,0,16,1,4,1,0,0,1,11.03774247261687,0,14,2,1,0,1,1,1,0,1
7,1,.5,2,0,6,0,0,14,1,1,1,0,0,1,11.03774247261687,0,14,2,1,0,1,1,1,0,1
7,1,.5,3.75,5,.5,0,0,23,1,1,1,0,1,1,10.46381651467379,1,9.75,1,4,0,1,1,1,0,0
0,.75,.5,2,0,2,0,0,15,1,3,1,0,0,1,10.80582079695171,0,13.5,2,1,0,1,0,1,0,1
6,.5,.3333333432674408,6,.0833333358168602,3.5,0,1,16,1,3,1,0,0,1,10.4434835536019,1,8,3,4,0,1,0,1,0,0
8,1,.5,0,0,2,0,1,17,1,3,1,0,0,1,10.4434835536019,1,8,3,4,0,1,0,1,0,0
8,1,1,9,0,4,0,1,14,1,2,1,0,0,1,10.93055997888818,1,8,3,1,0,1,1,1,0,1
9,1,.3333333432674408,0,0,0,0,1,15,1,1,1,0,0,1,10.05335263371851,0,10,1,2,0,1,0,1,0,0
9,.5,.5,6,0,2,0,1,14,1,2,1,0,0,1,11.05502051069832,1,9.5,1,3,0,1,1,1,1,0
8,1,1,0,1,0,0,0,18,1,5,1,1,0,1,10.30944254063349,0,10,0,3,0,1,1,1,0,0
7,2,.5,8,0,1,0,1,14,1,1,0,0,0,1,12.69313916385238,0,15.2,3,3,1,1,1,1,0,1
12,1,1,2,.5,0,0,0,16,1,2,1,0,0,1,11.09605455732804,0,12.33333333333333,1,4,0,1,1,1,0,1
0,0,.5,0,.25,0,0,1,17,1,1,1,0,0,0,9.333406832356074,1,7.5,3,2,0,1,0,1,0,0
1,1,.3333333432674408,0,.25,1,0,1,15,1,2,1,0,0,0,9.333406832356074,1,7.5,3,2,0,1,0,1,0,0
7,2,.6666666865348816,2,0,3,0,0,14,1,2,0,0,0,1,11.23817409612704,0,11.25,2,3,0,1,1,1,0,1
8,1,1.5,0,0,6,0,1,21,1,4,1,1,0,1,11.75566487710787,0,9.333333333333334,1,2,1,1,1,1,0,1
8,3,1.5,9,0,2,0,0,14,1,2,0,0,0,1,11.55943168960094,0,17.5,0,3,0,1,1,1,0,1
10,1,1,6,0,1,0,1,14,1,2,0,0,0,1,10.9369335675157,0,8.5,4,1,0,1,1,1,0,0
9,1,1,7,0,1,0,0,14,1,2,1,0,0,1,10.22697263364982,1,9,1,3,0,1,1,1,0,0
8,1.5,2,5.5,0,2,0,1,16,1,1,1,0,0,0,10.05849499276715,1,9,1,2,0,1,1,1,0,0
8,1.5,1.5,5,.4000000059604645,0,0,0,20,1,5,1,0,0,1,9.518365366914876,0,5.666666666666667,1,2,0,1,1,1,0,0
10,2,3,4,0,1,0,0,16,1,4,0,0,0,1,11.56962805271502,0,13,1,4,0,1,1,1,0,1
8.333333015441895,1,.25,5,0,3,0,1,15,1,3,0,0,0,0,10.39054465906091,1,8,2,4,0,1,0,0,0,0
4,1,1,0,0,6,0,1,22,1,4,1,1,0,1,11.23308333525202,0,9.333333333333334,1,2,0,1,1,1,0,1
10,1.5,.5,0,0,7,0,1,18,1,3,1,0,0,1,10.60465374470674,0,12.5,1,3,0,1,1,1,0,0
11,1,.5,0,.3333333432674408,1.5,0,0,17,1,3,1,0,0,1,11.18260099206429,0,12.5,1,2,0,1,1,1,0,0
8,.5,.5,6.666666507720947,1,1.5,0,0,15,1,4,1,0,0,1,10.65087193991799,1,10.5,2,2,0,1,1,1,0,0
8,.5,.5,5,.5,3.5,0,0,14,1,2,1,0,0,1,10.65087193991799,1,10.5,2,2,0,1,1,1,0,0
9,.5,.75,4,.25,1,0,0,17,1,5,1,0,0,1,9.863430890074564,1,9,1,1,0,1,1,1,0,0
9,.5,1,7,0,2.5,0,0,14,1,1,1,0,0,0,10.94597066222621,1,6.666666666666667,2,6,0,1,1,1,0,0
4,0,.5,0,0,0,0,0,17,1,5,0,0,0,1,10.28415164217822,0,6,1,1,0,1,0,0,0,0
7,.5,2,7,2,0,0,0,18,1,2,1,0,0,0,9.716494560009043,1,4.5,3,4,0,1,1,1,1,0
11,3,1,6,1,1.5,0,0,14,1,2,1,0,0,1,10.86225810397889,1,6,1,4,0,1,1,1,0,0
8,1.5,1,4,0,3,0,1,15,1,2,1,0,0,1,9.825354265272923,1,9,1,3,0,1,0,1,0,0
8,1.5,1,2,0,6,0,1,15,1,3,1,0,0,1,11.51329289745864,0,9.75,1,4,0,1,1,1,0,0
10,.5,0,0,0,0,0,0,15,1,1,1,0,0,0,10.62398046317646,1,7.5,1,6,0,1,1,1,0,1
7,1,1.5,2,.5,1,0,0,22,1,3,1,1,0,1,10.04139342565385,0,10,1,2,0,1,1,1,0,0
9,2,.5,5,0,0,0,1,19,1,5,1,0,0,1,10.35479722093785,0,8.666666666666666,2,1,0,1,0,1,0,0
10,2,2,3,0,0,0,1,14,1,2,0,0,0,1,10.60465374470674,0,9,1,2,0,1,0,1,0,0
12,.75,.3333333432674408,2,0,6,0,1,14,1,2,1,0,0,0,10.2388606486882,1,6,1,4,0,1,0,1,0,0
4,1.5,1,7,0,2,0,0,16,1,4,1,0,0,1,9.564368315698882,1,10.5,2,1,0,1,1,1,0,0
10,1,1,.5,1,1,0,1,27,1,5,1,0,0,1,11.9873860223398,0,14,0,3,0,1,1,1,1,0
8,2,0,0,0,5,0,1,15,1,1,1,1,0,0,10.74263549903368,1,7.666666666666667,0,5,0,1,1,1,0,1
5,1,.6666666865348816,2,0,0,0,1,16,1,4,1,1,0,1,10.99813755727032,0,10,0,4,1,1,1,1,0,0
8,0,.5,6,0,0,0,0,17,1,5,1,0,0,1,11.00070653767419,0,13,2,2,0,1,0,1,0,1
8,2,.5,5,2,0,0,0,16,1,1,1,0,0,1,9.914748063127302,1,6,3,1,0,0,0,1,1,0
9,2,.3333333432674408,5,2,0,0,1,14,1,1,1,0,0,0,9.914748063127302,1,6,3,1,0,0,0,1,1,0
7,2.5,.3333333432674408,6,1,0,0,0,14,1,1,1,0,0,0,10.27261365803855,1,7.5,1,3,0,1,0,0,0,0
12,1.5,1,7,.5,2,0,1,15,1,2,1,0,0,1,10.43187358582343,1,9,1,5,0,1,1,1,0,0
7,.5,.5,8,0,0,0,0,14,1,2,1,0,0,1,10.83966581006328,0,6,1,4,0,1,1,1,0,0
12,1.5,.75,3.5,0,2,0,1,29,1,5,1,1,0,1,10.92072382840767,0,11.5,1,1,0,1,1,1,0,1
8,1,.75,7.5,0,4,0,1,15,1,3,1,0,0,1,10.75549862735456,1,7.333333333333333,1,4,0,1,1,1,0,1
8,1,1,0,1,0,0,0,18,1,4,1,1,0,1,10.46559423561482,1,9,2,3,0,1,1,1,0,0
11,1,2,3,1,0,0,0,15,1,4,1,0,0,1,10.46559423561482,1,9,2,3,0,1,1,1,0,0
12,1,1.5,6.5,0,0,0,0,14,1,2,1,0,0,1,10.46559423561482,1,9,2,3,0,1,1,1,0,0
8,.75,.5,0,.1666666716337204,4,0,1,14,1,2,1,0,0,0,10.73205683719863,1,10.5,2,2,0,1,1,1,1,1
9,1,1,9,0,1.5,0,0,18,1,5,1,0,0,1,10.39274371908079,0,11,1,2,0,1,1,1,0,0
7,1,2,4,2,1,0,0,15,1,3,1,0,0,1,11.08094259845591,0,14.5,1,2,0,1,1,1,0,0
6,.5,1,4,.25,1,0,1,16,1,4,1,0,0,1,10.80221291259067,1,12,1,3,0,1,1,1,0,0
0,1,1,1,.25,2,0,1,14,1,2,1,0,0,1,9.921048453353752,1,9,1,2,0,1,1,1,0,0
8,1,.6666666865348816,6,0,0,0,0,16,1,3,1,0,0,0,11.05478689430648,1,7.5,1,3,0,1,1,1,0,0
8,1,.6666666865348816,0,.1666666716337204,1,0,1,20,1,4,0,1,0,1,11.64408266643206,0,12.25,1,3,0,1,1,1,0,0
7,1,1,6,0,0,0,0,15,1,3,1,0,0,1,10.60248508635758,0,16,1,1,0,1,1,1,0,0
11.5,2,1,0,0,1.5,0,0,16,1,3,1,0,0,1,9.96339191502808,1,9,1,1,0,1,0,1,0,0
8,.5,.3333333432674408,8,0,1.5,0,1,16,1,2,0,0,0,1,11.71156023479609,0,10.66666666666667,1,4,1,1,0,1,0,1
9.5,1,1,7,0,3,0,0,16,1,4,0,0,0,1,11.27416637326419,0,11.33333333333333,3,1,0,1,1,1,0,1
8,.5,1,4,2,2,0,0,20,1,4,1,0,0,1,10.90054718987682,0,7.333333333333333,2,1,1,1,1,1,0,0
9,1,.75,0,.5,4,0,1,16,1,2,1,0,0,0,9.609921536925372,1,11,1,1,0,1,1,1,0,0
5,2.5,1,0,2,1.5,0,0,18,1,5,1,0,0,1,11.52633613855948,0,13.33333333333333,1,4,0,1,1,1,0,1
5,2.5,1,0,2,2,0,0,16,1,3,1,0,0,1,11.52633613855948,0,13.33333333333333,1,4,0,1,1,1,0,1
9,3,1,4,2,4,0,0,17,1,3,1,0,0,0,9.99033933345765,0,10.5,2,1,0,1,0,1,0,0
8,2,1,9,0,1,0,0,17,1,5,0,0,0,1,12.27454236686461,0,16,3,2,1,1,1,1,0,1
9,2,1,8,0,2,0,0,17,1,5,0,0,0,1,12.27454236686461,0,16,3,2,1,1,1,1,0,1
9,.5,1,5,.5,2,0,1,14,1,2,1,0,0,1,10.5486608136023,1,7.5,1,4,0,1,1,1,0,0
8,1,1,4,4.5,2,0,0,37,1,4,1,1,1,1,11.14622976627005,0,10,1,3,0,1,1,1,0,0
8,1,1,1,.5,5,0,1,18,1,4,1,0,0,1,11.14622976627005,0,10,1,3,0,1,1,1,0,0
10,1,.6666666865348816,2.5,0,0,0,0,16,1,3,1,0,0,1,10.47598531961605,1,7.5,1,4,0,1,0,1,0,0
12,1,1,1,1,2,0,1,14,1,2,1,0,0,1,11.25400856816334,0,12,1,2,1,1,1,1,0,0
8,1.5,.5,.5,0,4,0,1,18,1,4,1,0,0,1,10.52962248815847,0,10.5,1,2,0,1,1,0,0,0
9,1.5,1.5,0,4,1.5,0,0,14,1,2,1,0,0,1,10.21200029733827,1,9,1,5,1,1,0,1,0,0
8,2,1,.25,0,3,0,1,16,1,4,1,0,0,1,10.52652721318133,1,9,2,2,0,1,1,1,0,1
8,2,1,.3333333432674408,0,3,0,1,15,1,3,1,0,0,1,10.52652721318133,1,9,2,2,0,1,1,1,0,1
8,1,1,4,2,0,0,0,17,1,2,1,0,0,1,10.68394481546881,0,8.25,2,4,0,1,1,1,0,0
0,.5,1.5,0,3,1,0,0,16,1,1,1,0,0,0,9.655043240090624,1,7.5,2,4,0,1,1,1,0,0
2,3,1,0,0,0,0,1,14,1,1,1,0,0,0,9.655043240090624,1,7.5,2,4,0,1,1,1,0,0
8,2,2,8,1,3,0,0,15,1,2,1,0,0,1,10.80065112093704,1,12.5,3,1,1,1,0,1,0,0
7,1.5,2,6,3,0,0,0,37,1,6,1,0,1,1,10.56700816855872,1,12,2,2,0,1,0,1,0,0
11,.3333333432674408,.5,2,0,0,0,0,18,1,4,1,0,0,1,10.56700816855872,1,12,2,2,0,1,0,1,0,0
8,1,1,3,9,2,0,0,19,1,4,1,0,1,1,10.68321647613959,1,10.33333333333333,1,4,0,1,1,1,0,0
8,1,1,6,0,0,0,0,18,1,4,1,0,0,1,10.68321647613959,1,10.33333333333333,1,4,0,1,1,1,0,0
9.5,1.5,.5,0,0,5,0,1,15,1,1,1,0,0,1,10.73588566758797,1,7.5,2,2,0,1,0,1,0,0
7,2.25,.4166666567325592,5,0,8,0,1,14,1,1,1,1,0,1,10.05644714907449,1,6,1,3,0,1,1,1,0,0
8,1,.3333333432674408,3,0,7,0,1,14,1,2,1,0,0,0,10.05644714907449,1,6,1,3,0,1,1,1,0,0
8,1,1,5,0,1,0,1,15,1,2,1,0,0,0,10.77708758295543,1,6,3,4,0,1,0,1,0,0
12,1,1,1.5,0,3,0,0,18,1,5,1,1,0,0,9.900045785226661,1,6,1,3,0,1,1,1,0,0
10,.3166666626930237,.1666666716337204,0,2,0,0,0,16,1,4,1,0,0,1,10.57012159560542,1,11,2,1,0,1,1,1,0,0
8,.25,.3333333432674408,8,.1666666716337204,0,0,1,14,1,2,0,0,0,1,10.57012159560542,1,11,2,1,0,1,1,1,0,0
7.5,.5,1,6,1.5,2,0,0,15,1,4,1,1,0,1,10.22901197188729,1,7,1,5,0,1,1,1,0,0
8,1,.6666666865348816,5,0,2,0,1,14,1,2,1,1,0,0,10.57144950540483,1,8,0,8,0,1,1,1,0,0
9,3,1,5,0,0,0,0,16,1,4,0,0,0,1,11.67940508722556,0,17,1,4,1,1,1,1,0,1
12,.1666666716337204,.5,0,0,5,0,1,14,1,2,1,0,0,0,10.18346702255215,1,2,2,5,0,1,0,1,0,1
8,.5,1.5,0,2,0,0,0,28,1,1,1,1,1,1,10.47902337020308,1,9,0,5,0,1,1,1,0,1
11.5,1.5,1.5,6,0,3,0,0,17,1,3,1,0,0,1,10.85958305773644,1,10.5,2,4,0,1,1,1,0,0
10,1,1,0,.3333333432674408,6,0,1,14,1,2,1,0,0,0,10.48383245648946,1,9.5,2,4,0,1,0,1,0,0
8,3,1.5,2,.6666666865348816,2,0,0,14,1,2,1,0,0,1,10.95145107590529,0,12,1,4,1,1,1,1,0,0
8,2,1,4,0,1,0,0,14,1,2,0,0,0,1,11.68559458653571,0,15,1,3,0,1,0,1,0,1
7,1,.5,9,0,2,0,0,16,1,4,0,0,0,1,10.17250807641371,0,11,1,1,0,1,1,1,0,1
8,1,.5,4,0,0,0,1,21,1,4,1,0,0,1,10.94435843392722,0,9.5,1,2,0,1,1,1,0,1
8,1,.75,0,0,3,0,1,18,1,4,1,1,0,1,10.94435843392722,0,9.5,1,2,0,1,1,1,0,1
7,1,2,5,0,1,0,0,15,1,3,1,0,0,1,10.45800608579939,0,11.5,1,2,0,1,1,1,0,0
9,1,.5,1,0,7,0,1,16,1,4,1,0,0,1,11.4901406513735,0,10,2,2,0,1,1,1,0,1
5,1,1.5,0,4,4,0,0,40,0,2,1,1,1,1,10.67235161689798,1,7.5,3,3,0,1,1,1,0,0
7,.5,1,8,0,0,0,0,15,1,2,1,0,0,1,10.67235161689798,1,7.5,3,3,0,1,1,1,0,0
7.5,.5,.5,6,1,3,0,1,14,1,1,1,0,0,1,10.67235161689798,1,7.5,3,3,0,1,1,1,0,0
8.5,.5,.6666666865348816,3.666666746139526,1,5,0,1,14,1,1,1,0,0,1,10.67235161689798,1,7.5,3,3,0,1,1,1,0,0
12,.75,1,.5,0,2,0,1,15,1,3,1,0,0,1,10.28924982836842,0,12,1,1,0,1,1,1,0,0
9,2,.5,2,0,2,0,0,17,1,5,1,0,0,0,10.60318158892433,0,7.5,3,1,0,1,1,1,0,0
