h_dormir,h_alimentarse,h_cuipersonal,h_estudio,h_domesticas,h_ocio,h_medico,sexo,edad,educ_in,anio_ed,publ,trabaja_rem,hijos,celular,log_ing,AFAM_h,aniosed_h,act,inact,servdom_pag,tv,tv_abon,compu,disc_h,mdeo
8,.5,.75,0,0,2.5,0,1,24,1,5,1,1,0,1,10.60593237574711,0,11.5,0,2,0,1,0,0,0,1
12,1,2,0,0,0,0,1,15,1,1,1,0,0,0,10.32198865498042,0,3,3,4,0,1,1,1,3,1
7,2,1,6,0,1,0,1,15,1,3,1,0,0,1,11.01923142076626,0,11.5,1,4,0,1,1,1,0,0
9,1.5,.5,8,.5,3,0,1,15,1,3,1,0,0,1,11.44550934974951,0,11.5,3,3,0,1,0,1,0,1
8,.5,1,7.5,0,2,0,0,14,1,2,0,0,0,1,11.555479846042,0,16,2,3,0,1,1,1,0,1
9,1,2,6,2,1.5,0,0,17,1,5,1,0,0,1,10.50575432584278,1,10,1,3,0,1,1,1,0,1
8,1.5,1.5,6,0,0,0,0,14,1,1,1,0,0,0,11.05638724875805,0,8.333333333333334,1,3,0,1,1,1,0,1
8,1,1,3,1,3,0,0,17,1,5,0,0,0,1,11.2141641099724,0,16,1,1,1,1,1,1,0,1
8,3,1,6,1,0,0,0,15,1,3,1,0,0,1,10.39732720274056,1,10,1,3,1,1,1,1,0,0
6,2,.5,4,0,0,0,1,19,1,4,1,1,0,1,10.19531053955476,1,10,0,3,0,1,1,1,0,0
6,2,1.5,8,2,3,0,0,17,1,5,1,0,0,1,10.31608383990308,1,16,1,1,0,1,1,1,0,0
10,1.5,1,6,2,1,0,0,14,1,2,1,0,0,0,10.21418033616985,0,8,1,3,0,1,0,1,0,0
9,.5,.5,1.5,0,0,3,0,15,1,1,1,0,0,1,10.38553532698498,1,9,1,2,0,1,1,1,0,1
10,.3333333432674408,.5,7,1,0,0,0,14,1,1,1,0,0,1,10.52624713943617,1,9.5,1,3,0,1,1,1,0,0
9,1,1,0,4,2,0,0,17,1,2,1,0,1,1,9.778489362643285,1,6,1,2,0,1,0,0,0,0
10,.5,2,2,0,0,0,0,20,1,4,1,1,0,1,10.75544155624447,0,8.5,0,5,0,1,1,0,0,1
6,2,.5,5.5,0,2,0,1,14,1,2,0,0,0,1,11.62327352213909,0,15.5,2,2,1,1,1,1,0,1
10,2,.25,0,0,0,0,1,14,1,1,1,0,0,0,8.988479747359476,1,6,1,1,0,0,0,0,0,0
3,.3333333432674408,.5,0,0,0,0,0,21,1,1,1,0,0,1,10.29536983024591,1,8,3,2,0,1,1,1,0,0
7,2,2,3,0,3,0,0,14,1,2,1,0,0,1,11.07515325750935,0,11.5,1,3,0,1,1,1,0,1
7,3,2,9,0,2,0,1,17,1,5,0,0,0,1,11.70641179640004,0,14.5,2,2,1,1,1,1,0,1
7,2,2,9,0,2,2,1,14,1,2,0,0,0,1,11.70641179640004,0,14.5,2,2,1,1,1,1,0,1
9,2,2,0,0,0,0,0,17,1,3,1,0,0,1,10.30610527736001,0,7.666666666666667,3,1,0,1,1,1,0,0
12,2,3,0,0,6,0,1,20,1,5,1,1,0,1,10.30610527736001,0,7.666666666666667,3,1,0,1,1,1,0,0
8,2,1,4,0,0,0,0,14,1,2,1,0,0,1,9.36002681620112,1,10,1,1,0,1,0,1,0,0
10,1,.5,0,1,2,0,1,19,1,4,1,0,0,1,11.53737531638917,0,13.66666666666667,1,2,0,1,1,1,0,1
8,.0833333358168602,.3333333432674408,4,0,0,0,0,29,1,4,1,1,1,1,9.878886563250196,1,5,0,3,0,1,0,1,0,0
9,1.666666626930237,.5,1,0,2,0,1,14,1,1,1,0,0,1,10.87671422906135,1,7,1,4,0,1,1,1,0,0
8,2,1.5,3,2,1,0,0,17,1,5,1,0,0,1,10.96017915306335,0,8.199999999999999,1,6,0,1,1,0,0,0
10,2,2,0,2,0,0,1,15,1,1,1,0,0,0,10.9268769421852,1,10.5,1,5,0,1,1,1,0,1
8,1,1.166666626930237,4,0,0,0,0,15,1,2,1,0,0,0,10.3238606489766,1,8,2,3,0,1,1,1,0,0
12,1.5,2,7,0,1,0,0,16,1,4,0,0,0,0,11.38434294928554,0,15,3,2,0,1,1,1,0,1
11,1.5,2,6,.25,1,0,0,15,1,3,0,0,0,0,11.38434294928554,0,15,3,2,0,1,1,1,0,1
6,.5,.5,0,1,0,0,0,23,1,2,1,1,1,1,10.37466954973356,1,7.5,1,2,0,1,0,0,0,0
10,2,1,2,0,0,0,0,15,1,1,1,0,0,0,10.09824462613855,1,6.75,3,5,0,1,0,1,0,1
10,1,1,5,0,0,0,0,16,1,1,1,0,0,0,10.09824462613855,1,6.75,3,5,0,1,0,1,0,1
9,1,1,6,1,1,0,1,18,1,5,1,0,0,1,10.90070736836704,0,9.5,1,2,0,1,1,1,0,0
10,2,1,6,1,0,0,1,14,1,2,1,0,0,1,9.976304973298777,1,8,1,3,0,1,0,1,0,0
8,.5,1,7,0,0,0,0,16,1,4,1,0,0,1,9.647505223544622,1,9,1,2,0,1,1,1,0,0
10,1,2,0,4,2,0,0,18,1,2,1,1,0,1,11.08773381167157,0,7.5,2,5,0,1,1,1,0,0
10,1,2,5,0,0,0,0,14,1,1,1,0,0,1,11.08773381167157,0,7.5,2,5,0,1,1,1,0,0
7,2,1,0,0,0,0,1,14,1,1,1,0,0,0,11.08773381167157,0,7.5,2,5,0,1,1,1,0,0
10,1,.5,0,0,8,0,1,19,1,2,1,1,0,1,10.87360905667607,1,9.333333333333334,1,3,0,1,1,1,0,0
8,1.5,3,0,.5,3,0,1,21,1,5,1,1,0,1,10.43920986562839,0,10.5,0,2,0,1,1,0,0,1
8,1.5,2,4,0,0,0,1,20,1,4,1,1,0,1,10.43920986562839,0,10.5,0,2,0,1,1,0,0,1
7,1,1.5,6,3,0,0,0,16,1,4,1,0,1,1,10.61242810858211,0,8,2,3,0,1,1,1,0,0
7,1,.5,6,0,0,0,1,14,1,2,1,0,0,1,10.61242810858211,0,8,2,3,0,1,1,1,0,0
6,1,1,0,0,1,0,0,14,1,1,1,0,0,0,10.02547843173502,1,6.5,4,7,0,1,0,1,0,0
6,2,.3333333432674408,0,1,6,0,0,18,1,3,1,0,0,1,9.617821446657525,1,9,1,2,0,1,0,1,0,1
9,2,.5,0,0,8,0,1,14,1,2,1,0,0,0,9.617821446657525,1,9,1,2,0,1,0,1,0,1
9,2,1.5,0,1.5,0,0,1,31,1,4,1,1,0,1,11.05893769441086,0,11,0,3,1,1,1,1,0,0
6,2,1,0,2,3,0,0,17,1,5,1,0,0,1,10.9488251113852,0,10,1,3,0,1,1,1,0,0
6,.1666666716337204,.25,0,0,0,0,1,19,1,5,1,1,0,1,10.6683421834443,0,10.5,1,1,0,1,1,1,0,1
9,.5,.3333333432674408,0,.5,0,0,1,22,1,2,1,1,0,1,10.82853324763081,1,10.33333333333333,1,3,0,1,1,1,0,0
8,1,1,0,1,2,0,1,20,1,4,1,0,0,1,10.422500072029,0,10.5,0,2,0,1,1,1,0,0
11,.3333333432674408,2.5,.5,1,0,0,0,14,1,1,1,0,0,1,10.61277754016173,1,7.5,2,5,0,1,1,1,0,0
7,2,1,0,3,4,0,0,27,1,2,0,1,1,1,10.65877491175818,0,7.5,0,3,0,1,1,1,0,1
7,4,1,4,1,3,0,1,16,1,4,1,0,0,0,11.04837494048593,0,13.5,2,3,0,1,1,1,0,0
8,4.5,1.5,3,3,2,0,1,14,1,2,1,0,0,0,11.04837494048593,0,13.5,2,3,0,1,1,1,0,0
8,1,1,6.5,0,2,0,1,18,1,4,1,1,0,1,10.48720436279397,1,9,1,4,0,1,1,1,0,1
6,1,1,6,0,8,0,0,16,1,1,1,0,0,1,10.48720436279397,1,9,1,4,0,1,1,1,0,1
7,1,1,5,.5,3,0,1,17,1,5,0,0,0,1,11.03709288032405,1,8.4,4,3,0,1,1,1,0,0
9,2,.5,8,0,2,0,1,17,1,1,1,0,0,1,9.953084911532148,1,7.5,2,2,0,1,0,1,0,0
8,2,.25,6,0,0,0,1,14,1,1,1,0,0,0,9.953084911532148,1,7.5,2,2,0,1,0,1,0,0
8,1.75,1,0,6,1,0,0,25,1,2,1,1,1,1,10.49338698397438,1,9,0,3,0,1,0,1,0,1
10,1,1,4.5,0,0,0,1,15,1,2,1,0,0,1,9.952766644779794,1,9,2,1,0,1,1,1,0,0
8,1,1,6,1,1,0,1,14,1,2,1,0,0,1,10.77395337951089,0,14.5,1,2,0,1,0,1,0,1
8,1,2,0,2,0,0,0,34,1,5,1,1,1,1,10.2693348019725,0,11,1,1,0,1,1,1,0,0
8,1,1,6,1,1,0,1,14,1,1,1,0,0,1,10.2693348019725,0,11,1,1,0,1,1,1,0,0
8,1,1,0,0,0,0,1,16,1,4,1,0,0,1,11.40245096925279,0,9,3,2,0,1,1,1,0,0
10,1,1,4,0,0,0,0,14,1,2,1,0,0,1,11.40245096925279,0,9,3,2,0,1,1,1,0,0
5,.3333333432674408,.25,4,0,0,0,1,16,1,2,1,0,0,0,10.94930202377642,1,9.333333333333334,2,3,0,1,1,1,0,0
9,2,1,7,0,2,0,0,16,1,4,1,0,0,1,10.87361474221461,1,6,1,2,0,1,1,1,0,0
10,.5833333134651184,.5,6,0,0,0,0,17,0,4,1,0,0,1,10.61470546937756,0,9,1,3,0,1,1,1,0,0
8,.5,.75,6,0,0,0,0,19,1,5,1,1,0,1,11.58463291531846,0,11.33333333333333,2,3,0,1,0,1,0,1
8,.4166666567325592,.3333333432674408,6,0,3,3,1,14,1,1,1,0,0,1,11.58463291531846,0,11.33333333333333,2,3,0,1,0,1,0,1
8,1.5,1,.5,1.5,4,0,0,14,1,3,0,0,0,1,11.55930587086013,0,14.5,1,4,0,1,0,1,0,1
10,1,2,6,0,0,0,0,15,1,4,1,0,0,1,10.31608383990308,0,11,1,2,0,1,0,1,0,0
8,1,1,0,.5,2,3,1,16,1,3,1,0,0,1,10.88382949933347,0,12.33333333333333,2,2,0,1,1,1,0,0
8,1,.4166666567325592,0,8,1,0,1,18,1,1,1,1,0,1,9.724360886638692,0,4,1,1,0,1,0,1,0,1
6,2,1,0,0,0,0,1,19,1,4,1,1,0,1,9.542104399497998,0,9.5,0,2,0,1,1,1,0,0
7,1.5,.5,0,.5,0,0,0,26,1,5,1,1,0,1,10.11080045778226,0,11,0,1,0,1,1,0,0,0
8,1,1,0,3,1,0,0,15,1,2,1,0,0,0,10.63719308428104,1,7,1,4,0,1,1,1,0,0
8,.5,.3333333432674408,1.5,.25,0,0,1,14,0,2,1,0,0,1,9.945519215112872,1,6,1,2,0,1,0,1,0,0
8,1,1,0,0,0,0,1,17,0,5,1,0,0,1,11.00952255788818,1,9.666666666666666,2,3,0,1,1,1,0,0
7.5,.1666666716337204,.5,2,.3333333432674408,0,.3333333432674408,0,14,1,2,1,0,0,1,10.7916418580977,1,9,1,4,0,1,1,1,0,0
8,.4166666567325592,.4166666567325592,5,0,0,0,0,17,1,4,0,0,0,1,10.55830026710973,0,9,2,2,0,1,0,1,0,1
8,1.5,1.5,3,0,1.5,0,0,19,1,4,1,0,0,1,11.27526809591794,1,8.25,3,2,0,1,1,1,0,1
8,1,1.5,5,0,1.5,0,0,15,1,2,0,0,0,1,11.27526809591794,1,8.25,3,2,0,1,1,1,0,1
10,1.25,1,0,0,9,0,1,15,1,1,1,0,0,1,10.20390542924116,0,9.5,3,0,0,1,1,1,0,1
8,2,1,0,2,1,0,0,16,1,1,1,0,0,0,11.2685753987918,1,7,1,9,0,1,0,1,0,0
7,1,3,0,2,3,0,1,18,1,1,1,0,0,1,10.65459274383986,0,6,1,1,0,1,0,1,0,1
5,.6666666865348816,1,7,2,0,0,0,18,1,5,1,0,0,1,11.31440989001117,0,12,0,3,0,1,1,1,0,0
2,0,1,0,.25,3,0,1,16,1,2,1,0,0,0,10.00470686735011,1,8,3,2,0,1,1,1,0,0
7.5,.5,1,0,1,0,0,0,15,1,3,1,0,0,1,9.602583991851928,1,6,1,2,0,1,0,1,0,0
7,1,.25,11,0,4,0,1,16,1,4,0,0,0,1,11.8404972094647,0,17,2,2,1,1,1,1,0,1
8,1.333333373069763,.5,10,0,2,0,0,14,1,2,0,0,0,1,11.8404972094647,0,17,2,2,1,1,1,1,0,1
9,1,1,.5,0,0,0,0,14,1,1,1,0,0,1,9.863460554422471,1,1,1,4,0,1,0,1,0,1
9,1,1,5,.75,1,0,0,19,1,4,1,0,0,1,11.08121396403013,1,9.5,0,5,0,1,1,1,0,0
7,1,.5,8,.1666666716337204,0,.3333333432674408,0,16,1,4,1,0,0,1,10.29128754723673,0,9.5,3,0,0,1,1,1,0,0
12,1,1,1,0,4,0,0,16,1,2,1,0,0,1,9.308490422405152,1,9,1,3,0,1,1,1,0,1
7,1,.5,2,.3333333432674408,4.5,0,1,18,1,5,1,0,0,0,10.68679569354747,0,14,1,2,0,1,1,1,0,0
10,.5,1,0,2,6,0,1,18,1,2,1,0,0,0,9.783085758302967,1,10,1,3,0,1,1,1,0,0
8,1,1,8,0,1,0,1,16,1,4,0,0,0,1,11.06731417559525,0,14.5,2,2,1,1,0,1,0,1
8,1,1,8,.5,2,0,0,15,1,3,0,0,0,1,11.06731417559525,0,14.5,2,2,1,1,0,1,0,1
10,1,1,0,0,2,0,1,17,1,1,1,1,0,1,9.595463282923955,1,11,0,3,0,1,0,1,0,1
4,0,1.5,0,1,4,0,0,16,1,2,1,0,0,1,10.73368866429042,1,6,2,4,0,1,1,1,0,0
2,0,1,.5,.5,4,0,0,14,1,2,1,0,0,0,10.73368866429042,1,6,2,4,0,1,1,1,0,0
8,1.5,.5,.6666666865348816,1.5,3,0,0,15,1,1,1,0,0,1,10.02684351827299,1,9,1,5,0,1,0,1,0,0
8,3,1.5,1,1,1.5,0,0,16,1,5,1,0,0,1,10.31963044960791,0,12,2,2,0,1,1,1,0,0
8,1.5,1,.5,1,1,0,0,14,1,2,1,0,0,1,10.31963044960791,0,12,2,2,0,1,1,1,0,0
11,1.5,.5,1,0,.75,0,0,19,1,3,1,0,0,1,10.84376118179776,0,10,1,2,0,1,1,1,0,1
7,2,1,0,3,3,.5,0,16,0,1,1,0,0,1,10.01423638719788,1,4,3,3,0,1,0,1,0,1
9,1,1,0,0,2,0,0,15,1,1,1,0,0,1,11.1382272155173,1,6,1,4,0,1,1,1,0,0
8,1,1,4,0,3,0,1,18,1,5,1,0,0,1,11.27416637326419,0,10.66666666666667,1,3,0,1,1,1,0,1
7,2,1,0,0,3,0,1,14,1,2,1,0,0,1,10.19925359803758,1,6,1,3,0,1,1,1,0,0
10,.5,2,2,.5,2,0,1,21,1,5,0,0,0,1,10.90438961692926,0,10,1,2,0,1,0,1,0,0
8,1,1,3.5,0,2,0,1,17,1,3,1,0,0,1,10.28852427563672,1,11,1,3,0,1,1,1,0,0
7,1.5,.5,6,.5,4,0,0,17,1,5,0,0,0,1,11.32515645772333,0,14,1,3,0,1,1,1,0,1
10,.5,1,7,0,0,0,1,18,1,5,1,0,0,1,10.58644221541804,1,9.666666666666666,1,4,0,1,1,1,0,1
8,2,1,0,0,1,0,0,25,1,4,1,1,0,1,10.671619285227,0,9.5,0,2,0,1,1,1,0,0
5,1,1,6,.5,3,0,0,16,1,4,1,0,0,1,10.31017691094399,0,11.5,3,2,0,1,0,1,0,0
8,1,1,6,.3333333432674408,2,0,0,15,1,2,1,0,0,0,10.31017691094399,0,11.5,3,2,0,1,0,1,0,0
8,1,1,6,.3499999940395355,2,0,1,14,1,2,1,0,0,1,10.31017691094399,0,11.5,3,2,0,1,0,1,0,0
9,1,.5,6,1,3,0,0,15,1,3,1,0,0,1,10.73703560174914,1,10.5,2,2,0,1,0,1,0,0
10,.5,1,5,0,3,0,1,16,1,2,1,0,0,1,11.12780327934898,0,9,4,2,0,1,1,1,0,0
10,.5,1,7,0,2,0,0,14,1,1,1,0,0,1,11.12780327934898,0,9,4,2,0,1,1,1,0,0
0,0,0,3,0,0,0,0,15,1,2,1,0,0,0,10.12483068406688,1,7.5,2,1,0,1,0,1,0,0
10,.5,1.316666722297669,0,1.183333277702332,3,0,0,17,1,4,1,0,0,1,11.46755198229135,0,9.666666666666666,1,3,0,1,1,1,0,0
8,1.5,.5,7,0,.5,0,0,16,1,4,0,0,0,1,11.23996511642917,0,16.5,1,2,1,1,1,1,0,1
9,2,1,0,0,4,0,0,17,1,3,1,0,0,0,10.80663792682797,0,10,1,3,0,1,1,1,0,1
9,1,.5,2,1,0,0,0,14,1,2,1,0,0,1,10.13318013110616,1,9.333333333333334,2,3,0,1,0,1,0,0
8,.3333333432674408,2,6,0,1,0,1,16,1,3,1,0,0,1,10.60096633813478,0,6,1,2,0,1,1,1,0,1
5,1,.6666666865348816,2,.5,0,0,0,22,1,4,1,1,0,1,11.3621423418868,1,11.33333333333333,1,5,0,1,1,1,0,1
10,1,1,0,1,0,0,0,14,1,2,1,0,0,1,11.3621423418868,1,11.33333333333333,1,5,0,1,1,1,0,1
8,1,1,2.5,0,2.5,0,1,16,1,3,1,0,0,1,9.921022069203554,1,9,2,2,0,1,1,1,0,0
9,1,.5,5,0,0,0,1,15,1,2,1,0,0,1,10.70477213159556,1,9.333333333333334,2,3,0,1,0,1,0,0
9,.75,1.5,6,1,1,0,0,17,0,5,1,0,0,0,10.16313273904401,0,11,1,3,0,1,1,1,0,0
10,1,1,0,0,3,0,0,20,1,4,1,1,0,1,10.9629582049243,1,9,0,6,0,1,0,1,0,0
10,1,1,0,1,3,0,1,18,1,4,1,1,0,1,10.9629582049243,1,9,0,6,0,1,0,1,0,0
10,1,1,6,2,0,0,0,16,1,3,1,0,0,1,9.971800936771986,1,8,2,4,0,1,1,1,0,0
10,1,.5,6,0,2,0,0,15,1,2,1,0,0,1,9.971800936771986,1,8,2,4,0,1,1,1,0,0
12,.5,.5,6,.5,0,0,1,14,1,1,1,0,0,1,10.02236878387254,1,9,1,3,0,1,1,1,0,1
10,2,.25,2,2,0,0,0,17,1,4,1,0,0,1,10.75149944365699,0,10,2,4,0,1,1,1,0,0
10,1.5,1,3,0,0,0,0,15,1,3,1,0,0,1,10.75149944365699,0,10,2,4,0,1,1,1,0,0
8,2,1,2,0,4,0,0,16,1,4,1,0,0,1,10.5138521295001,0,13,1,2,0,1,1,1,0,0
8,2,1,7,0,2,0,1,14,1,2,0,0,0,1,10.81704889635051,0,12,1,2,0,1,1,1,0,0
9,.5,.5,4,1,0,0,1,17,1,2,1,0,0,0,10.04321905966553,0,9,1,1,0,1,0,0,0,0
10,1.5,.3333333432674408,6,.5,2,0,0,15,1,3,1,0,0,1,10.85956422240929,0,12,2,2,0,1,1,1,0,0
9,.3333333432674408,.4166666567325592,0,0,2,0,1,17,1,4,1,0,0,1,10.43276489152734,1,6.666666666666667,3,2,0,1,0,1,0,1
5,1.5,.5,2,0,1,0,0,24,1,5,1,1,0,1,10.40082724858594,0,11,0,1,0,1,0,1,0,1
8,1,.3333333432674408,3,0,4,0,1,14,1,2,1,0,0,0,10.38305003750379,1,8.666666666666666,2,2,0,1,1,1,0,0
6,.4166666567325592,.75,0,0,1.5,0,1,27,1,5,1,1,0,1,11.34151156282697,0,9.25,2,2,0,1,1,1,0,1
10,.5,.5,0,1,0,0,1,21,1,5,1,1,0,1,10.8432441936882,0,11,0,4,1,1,1,1,0,0
8,1.5,1,0,0,4,0,1,26,1,2,1,1,0,1,10.68449999542183,0,11.5,0,2,0,1,0,1,0,1
8,1,1,.5,0,2,0,1,15,1,2,1,0,0,0,10.41397461899806,0,10.5,1,2,0,1,1,1,0,0
8,1,.25,1,.1666666716337204,3,0,1,17,1,4,1,0,0,1,9.671469741196813,1,13,1,1,0,1,0,1,0,1
8,.5,.6666666865348816,.6666666865348816,0,1.5,0,1,15,1,2,1,0,0,1,11.02134757601396,0,11.5,1,2,0,1,1,1,0,0
8,.6666666865348816,.5,2,3,2,0,0,18,1,3,1,0,0,1,10.27353444216938,0,6,2,2,0,1,1,1,0,0
8,2,.5,11,0,0,0,0,17,1,5,1,0,0,1,9.574983485564092,0,4,2,0,0,1,1,1,0,0
10,1.5,2,4,2,0,0,0,15,1,1,1,0,0,0,10.31220688738451,1,7.5,2,4,0,1,1,1,0,0
8,.25,.5,4,0,0,0,1,14,1,1,1,0,0,0,10.08707313613371,1,7,1,6,0,1,0,1,0,1
6,1,1.5,0,0,0,0,1,23,1,3,1,1,0,0,10.16313273904401,1,10.33333333333333,0,4,0,1,1,1,0,0
8,2,2,0,0,0,0,1,21,1,3,1,1,0,1,10.16313273904401,1,10.33333333333333,0,4,0,1,1,1,0,0
6,.5,1.5,0,.5,1,0,1,14,1,1,1,0,0,1,9.403542765153581,1,9,2,1,0,1,1,1,0,1
8,1.5,1.5,0,0,1,0,0,15,1,1,1,0,0,1,9.403542765153581,1,9,2,1,0,1,1,1,0,1
7,1,.5,6,0,1.5,0,0,17,1,5,0,0,0,1,11.81096065843146,0,18,3,3,0,1,1,1,0,1
7,1,.5,10,0,1.5,0,0,16,1,4,0,0,0,1,11.81096065843146,0,18,3,3,0,1,1,1,0,1
8,1,.5,0,1.5,2,0,0,32,1,4,1,1,0,1,10.45661490747189,0,9.5,0,2,0,1,0,1,0,1
9,3,.5,1,3,1,0,0,19,1,4,1,1,0,1,9.924370478452511,0,2.75,3,1,0,1,0,1,2,0
8,.4166666567325592,.5,0,.1666666716337204,5,0,1,17,1,2,1,0,0,0,10.25635500717825,0,6,3,1,0,1,0,0,0,0
8,.5,.5,0,.0833333358168602,4,0,1,17,1,1,1,0,0,0,10.1037349766134,0,9,3,2,0,1,0,1,0,1
8,.5,.5,0,.0833333358168602,4,0,1,16,1,2,1,0,0,0,10.1037349766134,0,9,3,2,0,1,0,1,0,1
10,1.5,.75,6,0,0,0,1,17,1,3,1,0,0,1,11.1103189918641,1,9.75,2,5,0,1,1,1,0,0
8,.75,.5,7,.1666666716337204,0,0,1,15,1,2,1,0,0,0,11.1103189918641,1,9.75,2,5,0,1,1,1,0,0
8,1,1,4,1,0,0,0,48,0,3,1,1,1,1,9.637964999338335,1,9.5,0,5,0,1,0,1,0,0
10,2,2,8,1,0,0,1,17,1,5,1,0,0,1,10.64117899138905,0,6,1,2,0,1,0,0,0,0
8,1.5,1,0,0,2,0,1,16,1,4,1,0,0,1,10.48310286714928,0,9,2,2,0,1,0,1,0,1
10,1.5,1,0,.5,0,0,0,15,1,3,1,0,0,1,10.48310286714928,0,9,2,2,0,1,0,1,0,1
0,1,.3333333432674408,0,1.383333325386047,0,0,0,17,1,3,1,1,1,1,8.813784954432956,1,,0,2,0,1,0,0,0,0
10,.6666666865348816,2,1.5,0,4,0,0,22,1,5,1,1,0,1,10.18390479993392,0,10,1,1,0,1,0,1,0,1
8,.4166666567325592,.3333333432674408,6,0,0,0,1,15,1,3,1,0,0,0,9.877509825547193,1,8,1,4,0,1,0,1,0,1
6,1,1,7,0,0,0,1,14,1,2,1,0,0,1,10.50087465210138,0,4.5,3,2,0,1,1,1,0,1
10,1,1,.5,0,2,0,1,15,1,3,1,0,0,1,10.19296925468255,0,11,1,1,0,1,1,1,0,0
8,1,1,5,0,4,0,0,15,1,3,0,0,0,1,11.40601330168516,0,16,1,3,0,1,1,1,0,1
8,1,.25,0,3,0,0,0,42,1,1,1,1,1,1,11.06456245914497,0,9,1,3,0,1,1,1,0,1
8,1,2,6,0,0,0,0,15,1,2,1,0,0,1,11.06456245914497,0,9,1,3,0,1,1,1,0,1
10,1,1,1,0,0,0,0,19,1,3,1,1,1,1,9.459255368365817,1,7.5,0,3,0,1,1,0,0,0
7,2,1,2,.5,0,0,1,16,1,4,0,0,0,1,11.45473772155231,0,11,1,3,0,1,1,1,0,1
9,1.5,1,6,0,3,0,1,17,1,5,1,0,0,1,11.02732011943266,0,12,1,2,0,1,1,1,0,1
10,1,1,0,0,0,0,1,16,0,2,1,1,0,1,10.54189841302912,1,6,2,3,0,1,1,1,0,0
8,1,2,5,0,5,0,0,16,1,4,0,0,0,1,10.63843097288525,0,12,2,2,0,1,0,1,0,1
8,.5833333134651184,.5,6,0,5,0,0,14,1,2,0,0,0,1,10.63843097288525,0,12,2,2,0,1,0,1,0,1
8,3,0,0,.1666666716337204,6,0,1,15,1,3,0,0,0,1,11.39196583928986,0,17,1,2,1,1,1,1,0,1
8,1,1,4,0,3,0,0,17,1,3,1,0,0,0,9.566494988863664,1,6,2,0,0,1,0,0,0,0
9,1,1,7,0,2,0,1,15,1,4,1,0,0,1,10.89279024187356,1,13,1,3,0,1,1,1,0,0
8,3,1,6,0,0,0,1,15,1,4,1,0,0,1,11.35244727527519,0,12.5,1,2,1,1,1,1,0,1
8,3,1,1.5,2,0,0,1,15,1,3,1,0,0,0,10.11859893215307,0,9,1,1,0,1,1,1,0,0
8,1,.6666666865348816,0,0,3,0,1,23,1,5,1,1,0,1,11.85706360050473,1,12.8,1,4,0,1,1,1,1,1
10,2,.25,5,0,2,0,1,15,1,3,1,0,0,1,10.9775005784233,0,7.5,1,2,0,1,1,1,0,0
8,2,2,0,0,5,0,0,18,1,5,1,1,0,1,10.29759281373676,1,6.5,0,5,0,1,0,1,0,0
8,2.5,1,8,0,4,0,1,15,1,3,1,0,0,0,10.00665947497005,1,12,1,1,0,1,1,1,0,1
10,.5,1,0,0,1,0,0,18,1,5,1,0,0,1,9.951372545256701,0,6.5,2,1,0,1,0,0,0,0
7,1,.6666666865348816,.5,.1666666716337204,10,0,1,14,1,2,0,0,0,1,11.93445681701512,0,15.5,1,3,1,1,1,1,0,0
8,.5,.5,5,0,2,0,0,26,1,1,1,1,1,1,10.42865089816723,0,9,0,4,0,1,1,0,0,0
8,.5,.3333333432674408,0,1,1,0,0,30,1,4,1,1,0,1,10.53402688035161,0,10,0,2,0,1,0,1,0,0
2,1,.5,4,.3333333432674408,0,0,1,23,1,4,1,1,0,1,10.53402688035161,0,10,0,2,0,1,0,1,0,0
6,1,1,6,1,4,0,1,15,0,1,1,0,0,0,9.558067673078405,1,9,2,3,0,1,0,1,0,1
9,1,1,0,1,4,0,1,16,1,4,1,0,0,1,11.75531776472785,0,10.5,2,2,1,1,1,1,0,0
8,1,2,4,1.5,1,0,0,15,1,3,1,0,0,0,11.75531776472785,0,10.5,2,2,1,1,1,1,0,0
7,2,1,5,0,3,0,1,15,1,1,1,0,0,0,10.49776974243181,0,5,3,3,0,1,0,1,0,0
8,.3333333432674408,1,4,0,2,0,1,14,1,3,0,0,0,1,10.88457827136269,0,14,1,3,0,1,1,1,0,1
15,2,1,0,1,1,0,0,16,1,4,1,0,0,1,11.05322505480034,0,13.5,1,3,1,1,0,1,0,1
10,2,2,0,0,10,0,0,18,1,4,1,0,0,1,10.55097553732562,0,15,1,1,0,1,1,1,0,0
12,1,1,6,0,0,0,0,16,1,4,1,0,0,1,10.65071482907505,1,12,2,3,0,1,1,1,0,0
9,.5,.5,0,0,8,0,0,14,1,1,1,0,0,0,10.12346753803005,1,7,1,6,0,1,1,1,0,1
7,1,1.5,9,0,0,0,0,14,1,2,1,0,0,1,10.86965547659824,0,10,1,5,0,1,1,1,0,0
9,.5,1,6,.3333333432674408,3,0,0,16,1,3,0,0,0,1,11.31978661161692,0,14.5,3,2,0,1,0,1,0,0
9,1,.5,7,0,3,0,0,14,1,2,0,0,0,1,11.31978661161692,0,14.5,3,2,0,1,0,1,0,0
8,1,.6666666865348816,3,0,2.5,0,1,16,1,4,0,0,0,1,11.86892339979,0,20,1,2,1,1,1,1,0,1
8,1.5,1,8,0,0,0,0,15,1,3,0,0,0,1,11.0034203023449,0,13,2,2,0,1,0,1,0,1
8,3,.1666666716337204,4,2,3,0,0,27,0,3,1,1,1,1,10.45779499036408,0,12,0,3,0,1,0,1,0,0
9,2,1,1,0,4,0,1,16,1,2,0,0,0,1,10.45623581289361,0,11,1,2,0,1,1,1,0,1
